adm2,group,phase,group_name,total_eligible
18105,10,U,Young adults,51117
18105,11,U,Children,23021
18105,12,U,Critical risk workers-2,11450
18107,0,1a,High risk workers,1373
18107,1,1a,Older adults,295
18107,2,1b,Critical risk workers-1,1267
18107,3,1b,Teachers,965
18107,4,1b,First responders,515
18107,5,1c,Ppl w. significant comorbid cond.,4363
18107,6,1c,Ppl w. moderate comorbid cond.,9711
18107,7,1c,All older adults,6680
18107,8,U,Ppl in homeless shelters,92
18107,9,U,Incarcerated,382
18107,10,U,Young adults,5846
18107,11,U,Children,8744
18107,12,U,Critical risk workers-2,2268
18109,0,1a,High risk workers,1809
18109,1,1a,Older adults,599
18109,2,1b,Critical risk workers-1,2260
18109,3,1b,Teachers,1677
18109,4,1b,First responders,799
18109,5,1c,Ppl w. significant comorbid cond.,8551
18109,6,1c,Ppl w. moderate comorbid cond.,19032
18109,7,1c,All older adults,11065
18109,8,U,Ppl in homeless shelters,94
18109,9,U,Incarcerated,528
18109,10,U,Young adults,9639
18109,11,U,Children,16104
18109,12,U,Critical risk workers-2,3800
18111,0,1a,High risk workers,202
18111,1,1a,Older adults,278
18111,2,1b,Critical risk workers-1,464
18111,3,1b,Teachers,332
18111,4,1b,First responders,181
18111,5,1c,Ppl w. significant comorbid cond.,1742
18111,6,1c,Ppl w. moderate comorbid cond.,3878
18111,7,1c,All older adults,2568
18111,9,U,Incarcerated,114
18111,10,U,Young adults,1868
18111,11,U,Children,3040
18111,12,U,Critical risk workers-2,1151
18113,0,1a,High risk workers,1358
18113,1,1a,Older adults,681
18113,2,1b,Critical risk workers-1,1398
18113,3,1b,Teachers,1200
18113,4,1b,First responders,626
18113,5,1c,Ppl w. significant comorbid cond.,4882
18113,6,1c,Ppl w. moderate comorbid cond.,10866
18113,7,1c,All older adults,7103
18113,8,U,Ppl in homeless shelters,129
18113,9,U,Incarcerated,366
18113,10,U,Young adults,6814
18113,11,U,Children,12008
18113,12,U,Critical risk workers-2,5217
18115,0,1a,High risk workers,64
18115,1,1a,Older adults,99
18115,2,1b,Critical risk workers-1,92
18115,3,1b,Teachers,139
18115,4,1b,First responders,76
18115,5,1c,Ppl w. significant comorbid cond.,678
18115,6,1c,Ppl w. moderate comorbid cond.,1510
18115,7,1c,All older adults,1211
18115,9,U,Incarcerated,45
18115,10,U,Young adults,684
18115,11,U,Children,1132
18115,12,U,Critical risk workers-2,130
18117,0,1a,High risk workers,612
18117,1,1a,Older adults,257
18117,2,1b,Critical risk workers-1,567
18117,3,1b,Teachers,528
18117,4,1b,First responders,255
18117,5,1c,Ppl w. significant comorbid cond.,2449
18117,6,1c,Ppl w. moderate comorbid cond.,5451
18117,7,1c,All older adults,3631
18117,8,U,Ppl in homeless shelters,45
18117,9,U,Incarcerated,85
18117,10,U,Young adults,2616
18117,11,U,Children,4533
18117,12,U,Critical risk workers-2,666
18119,0,1a,High risk workers,692
18119,1,1a,Older adults,342
18119,2,1b,Critical risk workers-1,490
18119,3,1b,Teachers,410
18119,4,1b,First responders,48
18119,5,1c,Ppl w. significant comorbid cond.,2582
18119,6,1c,Ppl w. moderate comorbid cond.,5747
18119,7,1c,All older adults,3833
18119,8,U,Ppl in homeless shelters,40
18119,9,U,Incarcerated,99
18119,10,U,Young adults,2586
18119,11,U,Children,4464
18119,12,U,Critical risk workers-2,753
18121,0,1a,High risk workers,229
18121,1,1a,Older adults,333
18121,2,1b,Critical risk workers-1,358
18121,3,1b,Teachers,409
18121,4,1b,First responders,209
18121,5,1c,Ppl w. significant comorbid cond.,2059
18121,6,1c,Ppl w. moderate comorbid cond.,4584
18121,7,1c,All older adults,3112
18121,8,U,Ppl in homeless shelters,34
18121,9,U,Incarcerated,117
18121,10,U,Young adults,2371
18121,11,U,Children,3671
18121,12,U,Critical risk workers-2,443
18123,0,1a,High risk workers,499
18123,1,1a,Older adults,277
18123,2,1b,Critical risk workers-1,516
18123,3,1b,Teachers,480
18123,4,1b,First responders,226
18123,5,1c,Ppl w. significant comorbid cond.,2173
18123,6,1c,Ppl w. moderate comorbid cond.,4836
18123,7,1c,All older adults,3411
18123,9,U,Incarcerated,121
18123,10,U,Young adults,2670
18123,11,U,Children,4120
18123,12,U,Critical risk workers-2,1746
18125,0,1a,High risk workers,285
18125,1,1a,Older adults,219
18125,2,1b,Critical risk workers-1,423
18125,3,1b,Teachers,307
18125,4,1b,First responders,152
18125,5,1c,Ppl w. significant comorbid cond.,1446
18125,6,1c,Ppl w. moderate comorbid cond.,3219
18125,7,1c,All older adults,2429
18125,8,U,Ppl in homeless shelters,41
18125,9,U,Incarcerated,112
18125,10,U,Young adults,1518
18125,11,U,Children,2799
18125,12,U,Critical risk workers-2,420
18127,0,1a,High risk workers,7140
18127,1,1a,Older adults,2051
18127,2,1b,Critical risk workers-1,5412
18127,3,1b,Teachers,4651
18127,4,1b,First responders,2345
18127,5,1c,Ppl w. significant comorbid cond.,17549
18127,6,1c,Ppl w. moderate comorbid cond.,39061
18127,7,1c,All older adults,25992
18127,8,U,Ppl in homeless shelters,426
18127,9,U,Incarcerated,1033
18127,10,U,Young adults,25436
18127,11,U,Children,37794
18127,12,U,Critical risk workers-2,12431
18129,0,1a,High risk workers,325
18129,1,1a,Older adults,464
18129,2,1b,Critical risk workers-1,790
18129,3,1b,Teachers,670
18129,4,1b,First responders,286
18129,5,1c,Ppl w. significant comorbid cond.,2892
18129,6,1c,Ppl w. moderate comorbid cond.,6438
18129,7,1c,All older adults,4460
18129,8,U,Ppl in homeless shelters,53
18129,9,U,Incarcerated,157
18129,10,U,Young adults,3341
18129,11,U,Children,5692
18129,12,U,Critical risk workers-2,1025
18131,0,1a,High risk workers,334
18131,1,1a,Older adults,281
18131,2,1b,Critical risk workers-1,235
18131,3,1b,Teachers,318
18131,4,1b,First responders,175
18131,5,1c,Ppl w. significant comorbid cond.,1487
18131,6,1c,Ppl w. moderate comorbid cond.,3309
18131,7,1c,All older adults,2350
18131,8,U,Ppl in homeless shelters,41
18131,9,U,Incarcerated,101
18131,10,U,Young adults,1636
18131,11,U,Children,2896
18131,12,U,Critical risk workers-2,996
18133,0,1a,High risk workers,990
18133,1,1a,Older adults,435
18133,2,1b,Critical risk workers-1,1200
18133,3,1b,Teachers,966
18133,4,1b,First responders,451
18133,5,1c,Ppl w. significant comorbid cond.,4456
18133,6,1c,Ppl w. moderate comorbid cond.,9918
18133,7,1c,All older adults,5916
18133,8,U,Ppl in homeless shelters,76
18133,9,U,Incarcerated,260
18133,10,U,Young adults,7826
18133,11,U,Children,7242
18133,12,U,Critical risk workers-2,2024
18135,0,1a,High risk workers,809
18135,1,1a,Older adults,81
18135,2,1b,Critical risk workers-1,608
18135,3,1b,Teachers,811
18135,4,1b,First responders,352
18135,5,1c,Ppl w. significant comorbid cond.,2895
18135,6,1c,Ppl w. moderate comorbid cond.,6443
18135,7,1c,All older adults,4851
18135,8,U,Ppl in homeless shelters,49
18135,9,U,Incarcerated,124
18135,10,U,Young adults,3316
18135,11,U,Children,5834
18135,12,U,Critical risk workers-2,1243
18137,0,1a,High risk workers,1304
18137,1,1a,Older adults,860
18137,2,1b,Critical risk workers-1,1584
18137,3,1b,Teachers,744
18137,4,1b,First responders,355
18137,5,1c,Ppl w. significant comorbid cond.,3109
18137,6,1c,Ppl w. moderate comorbid cond.,6919
18137,7,1c,All older adults,4824
18137,8,U,Ppl in homeless shelters,26
18137,9,U,Incarcerated,181
18137,10,U,Young adults,3951
18137,11,U,Children,6753
18137,12,U,Critical risk workers-2,1440
18139,0,1a,High risk workers,324
18139,1,1a,Older adults,1058
18139,2,1b,Critical risk workers-1,756
18139,3,1b,Teachers,421
18139,4,1b,First responders,220
18139,5,1c,Ppl w. significant comorbid cond.,1935
18139,6,1c,Ppl w. moderate comorbid cond.,4307
18139,7,1c,All older adults,2927
18139,8,U,Ppl in homeless shelters,25
18139,9,U,Incarcerated,124
18139,10,U,Young adults,2296
18139,11,U,Children,3789
18139,12,U,Critical risk workers-2,532
18141,0,1a,High risk workers,15575
18141,1,1a,Older adults,834
18141,2,1b,Critical risk workers-1,10510
18141,3,1b,Teachers,8801
18141,4,1b,First responders,3584
18141,5,1c,Ppl w. significant comorbid cond.,28497
18141,6,1c,Ppl w. moderate comorbid cond.,63428
18141,7,1c,All older adults,40544
18141,8,U,Ppl in homeless shelters,1937
18141,9,U,Incarcerated,2121
18141,10,U,Young adults,48053
18141,11,U,Children,64196
18141,12,U,Critical risk workers-2,20508
18143,0,1a,High risk workers,1216
18143,1,1a,Older adults,247
18143,2,1b,Critical risk workers-1,791
18143,3,1b,Teachers,621
18143,4,1b,First responders,279
18143,5,1c,Ppl w. significant comorbid cond.,3010
18143,6,1c,Ppl w. moderate comorbid cond.,6701
18143,7,1c,All older adults,3854
18143,8,U,Ppl in homeless shelters,13
18143,9,U,Incarcerated,278
18143,10,U,Young adults,3345
18143,11,U,Children,5464
18143,12,U,Critical risk workers-2,1340
18145,0,1a,High risk workers,1304
18145,1,1a,Older adults,1556
18145,2,1b,Critical risk workers-1,1465
18145,3,1b,Teachers,1161
18145,4,1b,First responders,170
18145,5,1c,Ppl w. significant comorbid cond.,5405
18145,6,1c,Ppl w. moderate comorbid cond.,12032
18145,7,1c,All older adults,7212
18145,8,U,Ppl in homeless shelters,72
18145,9,U,Incarcerated,551
18145,10,U,Young adults,6153
18145,11,U,Children,10170
18145,12,U,Critical risk workers-2,3097
18147,0,1a,High risk workers,364
18147,1,1a,Older adults,38
18147,2,1b,Critical risk workers-1,738
18147,3,1b,Teachers,589
18147,4,1b,First responders,85
18147,5,1c,Ppl w. significant comorbid cond.,2258
18147,6,1c,Ppl w. moderate comorbid cond.,5027
18147,7,1c,All older adults,3809
18147,9,U,Incarcerated,76
18147,10,U,Young adults,2595
18147,11,U,Children,4580
18147,12,U,Critical risk workers-2,1189
18149,0,1a,High risk workers,529
18149,1,1a,Older adults,413
18149,2,1b,Critical risk workers-1,563
18149,3,1b,Teachers,594
18149,4,1b,First responders,272
18149,5,1c,Ppl w. significant comorbid cond.,2828
18149,6,1c,Ppl w. moderate comorbid cond.,6295
18149,7,1c,All older adults,3983
18149,8,U,Ppl in homeless shelters,52
18149,9,U,Incarcerated,183
18149,10,U,Young adults,3114
18149,11,U,Children,5384
18149,12,U,Critical risk workers-2,644
18151,0,1a,High risk workers,977
18151,1,1a,Older adults,71
18151,2,1b,Critical risk workers-1,2185
18151,3,1b,Teachers,642
18151,4,1b,First responders,421
18151,5,1c,Ppl w. significant comorbid cond.,4389
18151,6,1c,Ppl w. moderate comorbid cond.,9768
18151,7,1c,All older adults,6485
18151,8,U,Ppl in homeless shelters,90
18151,9,U,Incarcerated,241
18151,10,U,Young adults,5433
18151,11,U,Children,7178
18151,12,U,Critical risk workers-2,3129
18153,0,1a,High risk workers,463
18153,1,1a,Older adults,232
18153,2,1b,Critical risk workers-1,512
18153,3,1b,Teachers,534
18153,4,1b,First responders,239
18153,5,1c,Ppl w. significant comorbid cond.,2630
18153,6,1c,Ppl w. moderate comorbid cond.,5855
18153,7,1c,All older adults,3493
18153,8,U,Ppl in homeless shelters,46
18153,9,U,Incarcerated,132
18153,10,U,Young adults,3169
18153,11,U,Children,4183
18153,12,U,Critical risk workers-2,979
18155,0,1a,High risk workers,165
18155,1,1a,Older adults,364
18155,2,1b,Critical risk workers-1,150
18155,3,1b,Teachers,252
18155,4,1b,First responders,127
18155,5,1c,Ppl w. significant comorbid cond.,1297
18155,6,1c,Ppl w. moderate comorbid cond.,2886
18155,7,1c,All older adults,1863
18155,8,U,Ppl in homeless shelters,4
18155,9,U,Incarcerated,41
18155,10,U,Young adults,1300
18155,11,U,Children,2683
18155,12,U,Critical risk workers-2,288
18157,0,1a,High risk workers,9996
18157,1,1a,Older adults,1453
18157,2,1b,Critical risk workers-1,5744
18157,3,1b,Teachers,5171
18157,4,1b,First responders,2431
18157,5,1c,Ppl w. significant comorbid cond.,16093
18157,6,1c,Ppl w. moderate comorbid cond.,35820
18157,7,1c,All older adults,20611
18157,8,U,Ppl in homeless shelters,659
18157,9,U,Incarcerated,1107
18157,10,U,Young adults,60954
18157,11,U,Children,38990
18157,12,U,Critical risk workers-2,21849
18159,0,1a,High risk workers,456
18159,1,1a,Older adults,39
18159,2,1b,Critical risk workers-1,375
18159,3,1b,Teachers,404
18159,4,1b,First responders,193
18159,5,1c,Ppl w. significant comorbid cond.,1789
18159,6,1c,Ppl w. moderate comorbid cond.,3982
18159,7,1c,All older adults,3020
18159,8,U,Ppl in homeless shelters,7
18159,9,U,Incarcerated,44
18159,10,U,Young adults,1989
18159,11,U,Children,3131
18159,12,U,Critical risk workers-2,950
18161,0,1a,High risk workers,75
18161,1,1a,Older adults,284
18161,2,1b,Critical risk workers-1,110
18161,3,1b,Teachers,179
18161,4,1b,First responders,81
18161,5,1c,Ppl w. significant comorbid cond.,813
18161,6,1c,Ppl w. moderate comorbid cond.,1810
18161,7,1c,All older adults,1298
18161,8,U,Ppl in homeless shelters,5
18161,9,U,Incarcerated,47
18161,10,U,Young adults,956
18161,11,U,Children,1562
18161,12,U,Critical risk workers-2,221
18163,0,1a,High risk workers,16925
18163,1,1a,Older adults,2151
18163,2,1b,Critical risk workers-1,10116
18163,3,1b,Teachers,5658
18163,4,1b,First responders,2614
18163,5,1c,Ppl w. significant comorbid cond.,19883
18163,6,1c,Ppl w. moderate comorbid cond.,44257
18163,7,1c,All older adults,29133
18163,8,U,Ppl in homeless shelters,1158
18163,9,U,Incarcerated,1743
18163,10,U,Young adults,31939
18163,11,U,Children,39361
18163,12,U,Critical risk workers-2,19369
18165,0,1a,High risk workers,550
18165,1,1a,Older adults,329
18165,2,1b,Critical risk workers-1,475
18165,3,1b,Teachers,390
18165,4,1b,First responders,172
18165,5,1c,Ppl w. significant comorbid cond.,1768
18165,6,1c,Ppl w. moderate comorbid cond.,3936
18165,7,1c,All older adults,2982
18165,8,U,Ppl in homeless shelters,13
18165,9,U,Incarcerated,130
18165,10,U,Young adults,2003
18165,11,U,Children,3410
18165,12,U,Critical risk workers-2,855
18167,0,1a,High risk workers,7512
18167,1,1a,Older adults,1302
18167,2,1b,Critical risk workers-1,3813
18167,3,1b,Teachers,2371
18167,4,1b,First responders,1651
18167,5,1c,Ppl w. significant comorbid cond.,12340
18167,6,1c,Ppl w. moderate comorbid cond.,27466
18167,7,1c,All older adults,16694
18167,8,U,Ppl in homeless shelters,397
18167,9,U,Incarcerated,1605
18167,10,U,Young adults,23514
18167,11,U,Children,22215
18167,12,U,Critical risk workers-2,9860
18169,0,1a,High risk workers,1842
18169,1,1a,Older adults,76
18169,2,1b,Critical risk workers-1,998
18169,3,1b,Teachers,1037
18169,4,1b,First responders,419
18169,5,1c,Ppl w. significant comorbid cond.,3470
18169,6,1c,Ppl w. moderate comorbid cond.,7724
18169,7,1c,All older adults,6312
18169,8,U,Ppl in homeless shelters,43
18169,9,U,Incarcerated,259
18169,10,U,Young adults,4986
18169,11,U,Children,6661
18169,12,U,Critical risk workers-2,2428
18171,0,1a,High risk workers,205
18171,1,1a,Older adults,593
18171,2,1b,Critical risk workers-1,166
18171,3,1b,Teachers,249
18171,4,1b,First responders,109
18171,5,1c,Ppl w. significant comorbid cond.,938
18171,6,1c,Ppl w. moderate comorbid cond.,2089
18171,7,1c,All older adults,1626
18171,8,U,Ppl in homeless shelters,4
18171,9,U,Incarcerated,35
18171,10,U,Young adults,967
18171,11,U,Children,1813
18171,12,U,Critical risk workers-2,282
18173,0,1a,High risk workers,3502
18173,1,1a,Older adults,277
18173,2,1b,Critical risk workers-1,1878
18173,3,1b,Teachers,1680
18173,4,1b,First responders,763
18173,5,1c,Ppl w. significant comorbid cond.,6294
18173,6,1c,Ppl w. moderate comorbid cond.,14010
18173,7,1c,All older adults,10313
18173,8,U,Ppl in homeless shelters,84
18173,9,U,Incarcerated,131
18173,10,U,Young adults,7684
18173,11,U,Children,14999
18173,12,U,Critical risk workers-2,2525
18175,0,1a,High risk workers,779
18175,1,1a,Older adults,414
18175,2,1b,Critical risk workers-1,760
18175,3,1b,Teachers,763
18175,4,1b,First responders,322
18175,5,1c,Ppl w. significant comorbid cond.,3120
18175,6,1c,Ppl w. moderate comorbid cond.,6944
18175,7,1c,All older adults,4589
18175,8,U,Ppl in homeless shelters,59
18175,9,U,Incarcerated,200
18175,10,U,Young adults,3841
18175,11,U,Children,6409
18175,12,U,Critical risk workers-2,928
18177,0,1a,High risk workers,3688
18177,1,1a,Older adults,988
18177,2,1b,Critical risk workers-1,2870
18177,3,1b,Teachers,1781
18177,4,1b,First responders,918
18177,5,1c,Ppl w. significant comorbid cond.,7640
18177,6,1c,Ppl w. moderate comorbid cond.,17006
18177,7,1c,All older adults,12367
18177,8,U,Ppl in homeless shelters,244
18177,9,U,Incarcerated,766
18177,10,U,Young adults,9943
18177,11,U,Children,14736
18177,12,U,Critical risk workers-2,5096
18179,0,1a,High risk workers,1193
18179,1,1a,Older adults,20
18179,2,1b,Critical risk workers-1,1387
18179,3,1b,Teachers,839
18179,4,1b,First responders,367
18179,5,1c,Ppl w. significant comorbid cond.,2913
18179,6,1c,Ppl w. moderate comorbid cond.,6484
18179,7,1c,All older adults,4947
18179,8,U,Ppl in homeless shelters,55
18179,9,U,Incarcerated,250
18179,10,U,Young adults,3747
18179,11,U,Children,6957
18179,12,U,Critical risk workers-2,1937
18181,0,1a,High risk workers,764
18181,1,1a,Older adults,745
18181,2,1b,Critical risk workers-1,660
18181,3,1b,Teachers,922
18181,4,1b,First responders,310
18181,5,1c,Ppl w. significant comorbid cond.,2828
18181,6,1c,Ppl w. moderate comorbid cond.,6295
18181,7,1c,All older adults,4657
18181,8,U,Ppl in homeless shelters,63
18181,9,U,Incarcerated,206
18181,10,U,Young adults,3192
18181,11,U,Children,5685
18181,12,U,Critical risk workers-2,1988
18183,0,1a,High risk workers,852
18183,1,1a,Older adults,699
18183,2,1b,Critical risk workers-1,885
18183,3,1b,Teachers,950
18183,4,1b,First responders,405
18183,5,1c,Ppl w. significant comorbid cond.,3272
18183,6,1c,Ppl w. moderate comorbid cond.,7283
18183,7,1c,All older adults,5774
18183,8,U,Ppl in homeless shelters,107
18183,9,U,Incarcerated,211
18183,10,U,Young adults,4530
18183,11,U,Children,7819
18183,12,U,Critical risk workers-2,1884
19001,0,1a,High risk workers,261
19001,1,1a,Older adults,432
19001,2,1b,Critical risk workers-1,174
19001,3,1b,Teachers,189
19001,4,1b,First responders,85
19001,5,1c,Ppl w. significant comorbid cond.,765
19001,6,1c,Ppl w. moderate comorbid cond.,1702
19001,7,1c,All older adults,1566
19001,9,U,Incarcerated,10
19001,10,U,Young adults,838
19001,11,U,Children,1543
19001,12,U,Critical risk workers-2,467
19003,0,1a,High risk workers,115
19003,1,1a,Older adults,176
19003,2,1b,Critical risk workers-1,90
19003,3,1b,Teachers,93
19003,4,1b,First responders,50
19003,5,1c,Ppl w. significant comorbid cond.,446
19003,6,1c,Ppl w. moderate comorbid cond.,993
19003,7,1c,All older adults,842
19003,8,U,Ppl in homeless shelters,65
19003,9,U,Incarcerated,29
19003,10,U,Young adults,447
19003,11,U,Children,778
19003,12,U,Critical risk workers-2,174
19005,0,1a,High risk workers,315
19005,1,1a,Older adults,425
19005,2,1b,Critical risk workers-1,1031
19005,3,1b,Teachers,407
19005,4,1b,First responders,175
19005,5,1c,Ppl w. significant comorbid cond.,1560
19005,6,1c,Ppl w. moderate comorbid cond.,3472
19005,7,1c,All older adults,3020
19005,8,U,Ppl in homeless shelters,29
19005,9,U,Incarcerated,54
19005,10,U,Young adults,1679
19005,11,U,Children,3175
19005,12,U,Critical risk workers-2,803
